#Wavelength,	QER1,	QEG1,	QEB1,	,QEP1,	QER2,	QEG2,	QEB2,	QEP2,	QER2 RSR,	QEG2 RSR,	QEB2 RSR,	QEP2 RSR
3.750000000000000000e+02 -4.450315511944491815e-08 -1.889275948651760148e-08 -2.325116939815155105e-08 -2.762473899643465938e-07 -8.207075359689842512e-08 -3.089733635182241704e-08 -5.027331085028204898e-08 -2.762473899643465938e-07 -3.614446811651351868e-07 -1.155268903945687760e-07 -2.010608331607807295e-07 -8.807945528096775596e-07
3.800000000000000000e+02 2.582980244820923445e-08 1.190237296813481682e-08 2.660322053294419094e-08 1.801001425560280453e-07 5.305884219475575251e-08 2.109483066227464999e-08 5.120500037332999741e-08 1.801001425560280453e-07 2.336744267546176710e-07 7.887476648675086603e-08 2.047869906105867270e-07 5.742361024445131834e-07
3.850000000000000000e+02 -3.009920914986906068e-08 -1.594099280247260626e-08 -5.902475713347965996e-08 -2.388697602745161756e-07 -6.579930766276903698e-08 -2.884383739608627221e-08 -9.594308622401499731e-08 -2.388697602745161756e-07 -2.897842256435059830e-07 -1.078487415055077296e-07 -3.837104922264902813e-07 -7.616187204805868824e-07
3.900000000000000000e+02 -1.992478242822497037e-07 -1.216222901523357739e-07 -6.572653356951537728e-07 -1.799515669400593508e-06 -4.420626438443335406e-07 -2.186407777915223425e-07 -9.309692086307327775e-07 -1.799515669400593508e-06 -1.946871258720478257e-06 -8.175102502068798827e-07 -3.723276656510035401e-06 -5.737623799842123927e-06
3.950000000000000000e+02 -7.551878668115568675e-08 -5.232868250929946021e-08 -3.664573163589274241e-07 -7.729214758841527026e-07 -1.624872679968247486e-07 -9.309585695992037231e-08 -4.698400083420435042e-07 -7.729214758841527026e-07 -7.156039904661688675e-07 -3.480906813691338590e-07 -1.879057136516192763e-06 -2.464403467472552953e-06
4.000000000000000000e+02 2.661033044999996464e-10 1.998439916999997208e-10 1.566770334599997895e-09 2.920904037899995965e-09 5.506575314999991872e-10 3.486814331999995266e-10 1.911269558699997430e-09 2.920904037899995965e-09 2.425129868817474921e-09 1.303739625229588500e-09 7.643846075932420130e-09 9.313088410334488982e-09
4.050000000000000000e+02 -1.666647634765473579e-07 -1.412798410714064499e-07 -1.239704278244075320e-06 -2.030960069195584998e-06 -3.194731282603321940e-07 -2.394939950057070652e-07 -1.428483854034271848e-06 -2.030960069195584998e-06 -1.406979440593902018e-06 -8.954816103281919541e-07 -5.713014499963899304e-06 -6.475567302743794523e-06
4.100000000000000000e+02 2.733544023069330057e-07 2.626137514552269470e-07 2.425451840079852027e-06 3.595505444573811012e-06 4.742336020199216016e-07 4.311742359928118428e-07 2.682259834317940505e-06 3.595505444573811012e-06 2.088554150748799695e-06 1.612184886596719058e-06 1.072731013574446383e-05 1.146400554440308567e-05
4.150000000000000000e+02 2.034865417585994818e-07 2.214007068344130073e-07 2.037544886721265874e-06 2.881347995548686750e-06 3.170960330941004469e-07 3.595847579534016958e-07 2.210255811554750403e-06 2.881347995548686750e-06 1.396510566277506090e-06 1.344507773958641749e-06 8.839598336642323647e-06 9.186966868921053433e-06
4.200000000000000000e+02 -3.884632670581810303e-08 -4.810125093667132262e-08 -4.243108765378838353e-07 -5.776564467708037650e-07 -5.304837326401884227e-08 -7.448082937757366344e-08 -4.527301915691387579e-07 -5.776564467708037650e-07 -2.336283209353519101e-07 -2.784880390342130714e-07 -1.810628899795650007e-06 -1.841815235889774002e-06
