#wl	irradiance*RSR
4.550000000000000000e+02 6.855275688702297532e-02 3.991738625993125344e-01 1.951845223825946940e+00 1.764433766984259133e+00
4.600000000000000000e+02 6.269472032395324856e-02 4.160156240059377786e-01 1.993982265873013082e+00 1.819102453986956247e+00
4.650000000000000000e+02 5.948245674329070282e-02 4.419069658570013992e-01 2.004161692832852282e+00 1.846742300131967385e+00
4.700000000000000000e+02 5.748466321557378633e-02 4.923550766390279443e-01 1.935499999999997556e+00 1.790744866912271194e+00
4.750000000000000000e+02 6.487986435687236042e-02 6.348104236061836714e-01 2.010647975736684856e+00 1.928316200800324953e+00
4.800000000000000000e+02 6.858168761902862232e-02 7.904981451908373868e-01 2.010102683630802023e+00 2.001178001059363609e+00
4.850000000000000000e+02 6.111240002576463770e-02 8.619839479328915699e-01 1.780993682215020080e+00 1.867676860644742254e+00
4.900000000000000000e+02 5.834988359322077628e-02 1.061484152121946467e+00 1.774748501677619661e+00 1.978938524589108905e+00
4.950000000000000000e+02 5.547714507677477952e-02 1.230888808167300175e+00 1.669115566980843735e+00 1.985090145913528836e+00
5.000000000000000000e+02 5.165944149218991421e-02 1.337724806989767590e+00 1.479522795659295342e+00 1.915500000000001535e+00
5.050000000000000000e+02 4.971996818450996614e-02 1.463697117098633704e+00 1.328097507634979468e+00 1.911991883713107132e+00
5.100000000000000000e+02 5.234350781607849390e-02 1.599562710837303614e+00 1.168292186190997617e+00 1.890566706748597392e+00
5.150000000000000000e+02 6.563955671106201650e-02 1.706773167230528854e+00 9.898297190505898069e-01 1.880116932137741115e+00
5.200000000000000000e+02 8.642535704022173693e-02 1.744793633477802253e+00 7.868904798539008150e-01 1.808450982527830098e+00
5.250000000000000000e+02 1.147545335917164455e-01 1.911655542406718089e+00 6.752312329786457346e-01 1.892529668016436739e+00
5.300000000000000000e+02 1.176506759325662288e-01 1.928933589692180650e+00 5.615758867779516716e-01 1.888630405764430309e+00
5.350000000000000000e+02 9.257786042937435345e-02 1.900295961548891244e+00 4.741624199685564589e-01 1.851889233187006489e+00
5.400000000000000000e+02 5.787355302424167236e-02 1.802999999999997272e+00 3.897806666067343828e-01 1.743637598133560340e+00
5.450000000000000000e+02 3.767411419698817737e-02 1.859048033636896635e+00 3.520383123810545412e-01 1.845161656135900108e+00
5.500000000000000000e+02 2.687714561523104131e-02 1.792398735991910685e+00 2.893588192802676873e-01 1.795795343831641411e+00
5.550000000000000000e+02 2.458514943543041106e-02 1.739828669107333914e+00 2.298501291570634320e-01 1.767309249008462979e+00
5.600000000000000000e+02 2.847548589184828102e-02 1.589768824227710153e+00 1.680247386076733351e-01 1.680802907932526846e+00
5.650000000000000000e+02 4.666706373841118111e-02 1.490370378767476911e+00 1.306293046575073280e-01 1.628929458211121339e+00
5.700000000000000000e+02 1.026430308785614004e-01 1.384228405064720224e+00 1.081312874170383687e-01 1.584907093212871709e+00
5.750000000000000000e+02 2.999590232510741528e-01 1.308481378697194719e+00 9.877214682750440344e-02 1.609276646327127080e+00
5.800000000000000000e+02 7.852023977448453484e-01 1.171006640197479243e+00 9.137799954488105836e-02 1.585890161598434656e+00
5.850000000000000000e+02 1.343813432506948402e+00 1.030048360455682710e+00 8.416035311531266938e-02 1.529049227347352380e+00
5.900000000000000000e+02 1.554602930499355828e+00 8.380211978341028933e-01 7.280307999800002261e-02 1.376460213569638880e+00
5.950000000000000000e+02 1.740264559379785414e+00 7.279335216784863505e-01 6.988166738573407810e-02 1.430748020157462053e+00
6.000000000000000000e+02 1.755082294218654582e+00 5.772962522682367759e-01 6.302571187293677657e-02 1.416724699011692179e+00
6.050000000000000000e+02 1.766276076147834662e+00 4.425423632938156326e-01 5.774321913669386991e-02 1.348739436508475942e+00
6.100000000000000000e+02 1.725499999999996703e+00 3.371225721807927789e-01 5.415381124097286974e-02 1.276962298885799152e+00
6.150000000000000000e+02 1.662420811696017964e+00 2.684421275179604272e-01 5.348342184029554469e-02 1.257867975699807461e+00
6.200000000000000000e+02 1.606346732013726353e+00 2.231221126794255272e-01 5.457115969922897436e-02 1.227315001514440507e+00
6.250000000000000000e+02 1.536193727484308713e+00 1.899740923943440407e-01 5.685450829775318127e-02 1.156708659232353220e+00
6.300000000000000000e+02 1.522519843264751760e+00 1.760738824678921566e-01 6.335070090454701652e-02 1.142918642428041309e+00
6.350000000000000000e+02 1.466063216600125285e+00 1.641983030571753654e-01 7.030301555081572285e-02 1.095454568119064165e+00
6.400000000000000000e+02 1.435521351728586525e+00 1.552097618269885904e-01 8.009040247832853454e-02 1.073796452052753647e+00
6.450000000000000000e+02 1.386207459199750414e+00 1.439673593311730504e-01 8.942823243788461385e-02 1.055820893602723798e+00
6.500000000000000000e+02 1.280513932547435729e+00 1.304003718420712332e-01 9.765935249266102791e-02 9.718113116719242495e-01
6.550000000000000000e+02 1.227045258727770038e+00 1.260662068957818238e-01 1.070246334953835476e-01 9.115153484376794513e-01
6.600000000000000000e+02 1.235433966803604955e+00 1.362177361034324630e-01 1.216288258307665210e-01 9.192185754241073425e-01
6.650000000000000000e+02 1.182356193382186449e+00 1.487043985556043835e-01 1.289491321175424698e-01 8.928097512184693940e-01
6.700000000000000000e+02 1.126201701524629062e+00 1.628021444184210298e-01 1.306373501640427093e-01 8.431138283088531749e-01
6.750000000000000000e+02 1.092911680863644319e+00 1.834378684384235791e-01 1.327982397262243985e-01 8.034744309926350470e-01
6.800000000000000000e+02 1.036977080257461381e+00 2.016957996971644462e-01 1.302686149603309862e-01 7.817603029837528750e-01
6.850000000000000000e+02 9.631562777369888639e-01 2.149554463077970878e-01 1.250717052426482401e-01 7.530856310707697565e-01
6.900000000000000000e+02 9.417415750406411545e-01 2.383646715005519057e-01 1.259679153211358815e-01 7.285564745937487263e-01
6.950000000000000000e+02 8.823613016888013361e-01 2.470839380908966543e-01 1.203678366170032876e-01 6.623431412717848410e-01
7.000000000000000000e+02 2.434268058522893463e-01 7.438345935990119118e-02 3.351116136761694841e-02 1.810930814656255827e-01
7.050000000000000000e+02 1.320875604055353307e-02 4.337435355183419730e-03 1.813709117678382601e-03 1.009472224248929816e-02
7.100000000000000000e+02 1.028822907864951602e-03 3.566107357458164740e-04 1.369733820242139983e-04 7.937165768666841698e-04
7.150000000000000000e+02 1.409965212802690349e-04 4.959962334555260147e-05 1.738492674460799327e-05 1.059961988877943152e-04
7.200000000000000000e+02 1.221000772764423183e-05 4.217399840254020847e-06 1.347293912662917358e-06 8.979645423298363640e-06
7.250000000000000000e+02 7.283728941194162065e-06 2.448596589103944029e-06 7.250892863887268656e-07 5.363065669488346925e-06
7.300000000000000000e+02 2.033585533729877950e-06 6.839598415566205515e-07 1.886898598938597829e-07 1.500699931779713468e-06
7.350000000000000000e+02 9.862332606330014108e-07 3.437884377290051841e-07 8.855117285390418294e-08 7.294292658785730875e-07
7.400000000000000000e+02 1.119577902634042890e-08 4.146795929413939699e-09 9.944864508207063228e-10 8.254496490326427245e-09
7.450000000000000000e+02 -7.961399443000537348e-06 -3.143165241049286990e-06 -6.857209758507898743e-07 -5.849240214031697052e-06
7.500000000000000000e+02 6.547070345602270775e-06 2.770360575839848845e-06 5.481055093342032719e-07 4.721673538232173825e-06
7.550000000000000000e+02 -8.083393141499090422e-06 -3.673709714032412093e-06 -6.694307423789378952e-07 -5.787103983343170086e-06
7.600000000000000000e+02 7.774755282704070379e-07 3.734726755835340577e-07 6.510042286792935872e-08 5.540983989695490938e-07
7.650000000000000000e+02 7.431180478596508356e-07 3.726341898895760480e-07 6.615767403196969475e-08 5.326286181682146438e-07
7.700000000000000000e+02 -1.453733656124408873e-06 -7.562347442845729935e-07 -1.468406369295278295e-07 -1.068417220806884652e-06
7.750000000000000000e+02 1.336976312433508194e-06 7.200100067945075559e-07 1.679988379202927859e-07 9.921513052773995540e-07
7.800000000000000000e+02 1.312990082269555305e-06 7.309579530663720340e-07 2.212645522609291669e-07 9.839993402193679392e-07
7.850000000000000000e+02 6.057295561340083835e-07 3.497237976320166448e-07 1.449016805470872383e-07 4.546459046060746552e-07
7.900000000000000000e+02 5.746254726716421134e-07 3.422024365877874785e-07 1.998636753454441047e-07 4.210619711345671609e-07
7.950000000000000000e+02 1.686216183483509268e-06 1.041309018714569259e-06 7.896592831736328981e-07 1.219540961460927344e-06
8.000000000000000000e+02 -1.523716390410799196e-06 -9.896564131615103305e-07 -8.902532026072275861e-07 -1.114605052511155794e-06
8.050000000000000000e+02 1.328872933425040139e-08 8.965653034617583988e-09 9.130663708649711368e-09 9.833065957793253802e-09
8.100000000000000000e+02 5.092348323523790345e-06 3.564111122548823355e-06 3.882946695493821267e-06 3.843046852212906397e-06
8.150000000000000000e+02 -2.688710518848656729e-06 -1.940641840789077943e-06 -2.176252056746302481e-06 -2.025046924020297507e-06
8.200000000000000000e+02 -1.208317196302761606e-06 -8.994243780509985194e-07 -1.021085917319525503e-06 -8.825074515426987182e-07
8.250000000000000000e+02 -7.747053763016134921e-07 -5.914561836214631512e-07 -6.715885357695852044e-07 -5.546549638590831133e-07
8.300000000000000000e+02 7.423225142188311802e-07 5.795777787594078046e-07 6.512059759964004081e-07 5.384613325514685625e-07
8.350000000000000000e+02 -1.698234383979782913e-06 -1.353326372609810337e-06 -1.493948358626471371e-06 -1.295676140406989160e-06
8.400000000000000000e+02 -1.874956234133413935e-06 -1.494277590537173740e-06 -1.635424978497377556e-06 -1.433993176670004939e-06
8.450000000000000000e+02 -2.789053800743219554e-06 -2.242735825942567226e-06 -2.416399678612987747e-06 -2.118955601035220630e-06
8.500000000000000000e+02 -3.587031709197073503e-06 -2.946248721200468427e-06 -3.129283853089523363e-06 -2.750990635947681233e-06
8.550000000000000000e+02 -1.413549369863793124e-06 -1.178006862271423129e-06 -1.244037888541501258e-06 -1.057572790318836141e-06
8.600000000000000000e+02 2.268177998026815120e-06 1.892336019798040536e-06 2.011438947780096866e-06 1.681799304952065193e-06
8.650000000000000000e+02 1.177299097308261700e-06 9.804577443070996317e-07 1.044429633770001158e-06 8.773787669336810388e-07
8.700000000000000000e+02 -1.919358577701525157e-06 -1.615273842981482697e-06 -1.718851935802306849e-06 -1.469341431663165709e-06
8.750000000000000000e+02 7.698988949572074976e-06 6.550600813223863077e-06 7.030836093875821102e-06 6.012926706093121696e-06
8.800000000000000000e+02 3.321656917571152403e-06 2.823383456237846068e-06 3.048094428356288098e-06 2.565861372795106362e-06
8.850000000000000000e+02 1.575658791327703116e-05 1.339705904448939118e-05 1.450168113811699767e-05 1.216001770147572609e-05
8.900000000000000000e+02 -5.652890440667712431e-06 -4.832244817500578182e-06 -5.207783696762878183e-06 -4.210070372479512371e-06
8.950000000000000000e+02 2.571301973779669806e-06 2.198392809379171817e-06 2.347015248880819797e-06 1.868605430506121873e-06
9.000000000000000000e+02 -1.868712849134540426e-05 -1.594535513047165792e-05 -1.702215352152875239e-05 -1.346460899685199638e-05
9.050000000000000000e+02 -7.284276229930460963e-07 -6.167461544571411259e-07 -6.568693559399058958e-07 -5.304055058218841116e-07
9.100000000000000000e+02 1.298280152681686952e-06 1.092666761308826472e-06 1.159629940408359305e-06 9.704655976776184136e-07
9.150000000000000000e+02 -2.888896637902392868e-06 -2.450921597370494754e-06 -2.574564198143196242e-06 -2.206847645293323405e-06
9.200000000000000000e+02 1.052955746149725885e-05 8.976415848456977702e-06 9.422390467045958342e-06 8.005424233012438430e-06
9.250000000000000000e+02 1.012706347732913790e-06 8.694812113848248820e-07 9.177936335077210891e-07 7.753807827788222078e-07
9.300000000000000000e+02 7.704773645285846004e-06 6.687731411841743287e-06 7.035890085965821037e-06 5.914083933151150384e-06
9.350000000000000000e+02 -3.818868539196821754e-07 -3.315513590513313951e-07 -3.496157766349244690e-07 -2.927247853782016238e-07
9.400000000000000000e+02 2.770344131301800030e-06 2.425277718680639839e-06 2.561062326451226156e-06 2.141319821062787957e-06
9.450000000000000000e+02 2.110576890740034883e-06 1.840489770273264421e-06 1.954620281668617821e-06 1.646767937118120123e-06
9.500000000000000000e+02 -3.379613099095966806e-07 -2.908907003827363678e-07 -3.091077840524449464e-07 -2.546730025813526203e-07
