#This header contains the Wherli spectrum that is used to derive the ROLO irradiance from the ROLO
#reflectance. The format of the spectrum is consistent with the original one.
#  Wehrli, C. Extraterrestrial Solar Spectrum, Publication n no. 661155
#  Physikalisch-Meteorologisches Observatorium + World Radiation
#  Center (PMO/WRC) Davos Dorf, Switzerland, July 1985
#   Please note that the units of are changed to the GIRO units in
#   GIRO_ROLO_REF_SOL_CHAN.c
#Wavelengths in [nanometer]
#wl(nm)	irr(W/(nm*m^2))
 2647.5	 3.922E-002
 2652.5	 3.896E-002
 2657.5	 3.868E-002
 2662.5	 3.841E-002
 2667.5	 3.815E-002
 2672.5	 3.789E-002
 2677.5	 3.763E-002
 2682.5	 3.738E-002
 2687.5	 3.712E-002
 2692.5	 3.686E-002
 2697.5	 3.660E-002
 2702.5	 3.636E-002
 2707.5	 3.611E-002

 2712.5	3.587E-002
 2717.5	 3.563E-002
 2722.5	 3.540E-002
 2727.5	 3.515E-002
 2732.5	 3.491E-002
 2737.5	 3.468E-002
 2742.5	 3.445E-002
 2747.5	 3.422E-002
 2752.5	 3.399E-002
 2757.5	 3.377E-002
 2762.5	 3.354E-002
 2767.5	 3.332E-002
 2772.5	 3.311E-002
 2777.5	 3.288E-002
 2782.5	 3.267E-002
 2787.5	 3.245E-002
 2792.5	 3.224E-002
 2797.5	 3.204E-002
 2802.5	 3.182E-002
 2807.5	 3.162E-002
 2812.5	 3.142E-002
 2817.5	 3.121E-002
 2822.5	 3.100E-002
 2827.5	 3.081E-002
 2832.5	 3.060E-002
 2837.5	 3.040E-002
 2842.5	 3.021E-002
 2847.5	 3.001E-002
 2852.5	 2.981E-002
 2857.5	 2.963E-002
 2862.5	 2.944E-002
 2867.5	 2.924E-002
 2872.5	 2.905E-002
 2877.5	 2.887E-002
 2882.5	 2.870E-002
 2887.5	 2.851E-002
 2892.5	 2.833E-002
 2897.5	 2.814E-002
 2902.5	 2.797E-002
 2907.5	 2.779E-002
 2912.5	 2.762E-002
 2917.5	 2.745E-002
 2922.5	 2.727E-002
 2927.5	 2.710E-002
 2932.5	 2.692E-002
 2937.5	 2.676E-002
 2942.5	 2.659E-002
 2947.5	 2.642E-002
 2952.5	 2.626E-002
 2957.5	 2.610E-002
 2962.5	 2.594E-002
 2967.5	 2.578E-002
 2972.5	 2.562E-002
 2977.5	 2.546E-002
 2982.5	 2.531E-002
 2987.5	 2.515E-002
 2992.5	 2.500E-002
 2997.5	 2.485E-002
 3005.0	 2.470E-002
 3015.0	 2.439E-002
 3025.0	 2.410E-002
 3035.0	 2.380E-002
 3045.0	 2.352E-002
 3055.0	 2.323E-002
 3065.0	 2.296E-002
 3075.0	 2.269E-002
 3085.0	 2.241E-002
 3095.0	 2.214E-002
 3105.0	 2.189E-002
 3115.0	 2.163E-002
 3125.0	 2.137E-002
 3135.0	 2.113E-002
 3145.0	 2.088E-002
 3155.0	 2.064E-002
 3165.0	 2.040E-002
 3175.0	 2.017E-002
 3185.0	 1.993E-002
 3195.0	 1.971E-002
 3205.0	 1.947E-002
 3215.0	 1.925E-002
 3225.0	 1.902E-002
 3235.0	 1.881E-002
 3245.0	 1.860E-002
 3255.0	 1.839E-002
 3265.0	 1.818E-002
 3275.0	 1.797E-002
 3285.0	 1.779E-002
 3295.0	 1.759E-002
 3305.0	 1.740E-002
 3315.0	 1.720E-002
 3325.0	 1.701E-002
 3335.0	 1.683E-002
 3345.0	 1.664E-002
 3355.0	 1.646E-002
 3365.0	 1.627E-002
 3375.0	 1.610E-002
 3385.0	 1.592E-002
 3395.0	 1.575E-002
 3405.0	 1.558E-002
 3415.0	 1.542E-002
 3425.0	 1.525E-002
 3435.0	 1.509E-002
 3445.0	 1.493E-002
 3455.0	 1.477E-002
 3465.0	 1.461E-002
 3475.0	 1.446E-002
 3485.0	 1.431E-002
 3495.0	 1.415E-002
 3505.0	 1.400E-002
 3515.0	 1.386E-002
 3525.0	 1.371E-002
 3535.0	 1.357E-002
 3545.0	 1.343E-002
 3555.0	 1.328E-002
 3565.0	 1.316E-002
 3575.0	 1.303E-002
 3585.0	 1.289E-002
 3595.0	 1.276E-002
 3605.0	 1.262E-002
 3615.0	 1.249E-002
 3625.0	 1.238E-002
 3635.0	 1.226E-002
 3645.0	 1.213E-002
 3655.0	 1.200E-002
 3665.0	 1.188E-002
 3675.0	 1.177E-002
 3685.0	 1.165E-002
 3695.0	 1.153E-002
 3705.0	 1.142E-002
 3715.0	 1.131E-002
 3725.0	 1.120E-002
 3735.0	 1.108E-002
 3745.0	 1.098E-002
 3755.0	 1.087E-002
 3765.0	 1.077E-002
 3775.0	 1.067E-002
 3785.0	 1.056E-002
 3795.0	 1.046E-002
 3805.0	 1.037E-002
 3815.0	 1.026E-002
 3825.0	 1.016E-002
 3835.0	 1.006E-002
 3845.0	 9.966E-003
 3855.0	 9.876E-003
 3865.0	 9.776E-003
 3875.0	 9.686E-003
 3885.0	 9.587E-003
 3895.0	 9.497E-003
 3905.0	 9.417E-003
 3915.0	 9.327E-003
 3925.0	 9.237E-003
 3935.0	 9.147E-003
 3945.0	 9.077E-003
 3955.0	 8.987E-003
 3965.0	 8.898E-003
 3975.0	 8.818E-003
 3985.0	 8.738E-003
 3995.0	 8.658E-003
 4005.0	 8.598E-003
 4015.0	 8.508E-003
 4025.0	 8.408E-003
 4035.0	 8.328E-003
 4045.0	 8.238E-003
 4055.0	 8.159E-003
 4065.0	 8.079E-003
 4075.0	 7.999E-003
 4085.0	 7.909E-003
 4095.0	 7.839E-003
 4105.0	 7.759E-003
 4115.0	 7.679E-003
 4125.0	 7.599E-003
 4135.0	 7.539E-003
 4145.0	 7.450E-003
 4155.0	 7.380E-003
 4165.0	 7.320E-003
 4175.0	 7.240E-003
 4185.0	 7.170E-003
 4195.0	 7.090E-003
 4205.0	 7.030E-003
 4215.0	 6.950E-003
 4225.0	 6.890E-003
 4235.0	 6.830E-003
 4245.0	 6.761E-003
 4255.0	 6.701E-003
 4265.0	 6.621E-003
 4275.0	 6.571E-003
 4285.0	 6.511E-003
 4295.0	 6.441E-003
 4305.0	 6.381E-003
 4315.0	 6.321E-003
 4325.0	 6.261E-003
 4335.0	 6.211E-003
 4345.0	 6.141E-003
 4355.0	 6.091E-003
 4365.0	 6.032E-003
 4375.0	 5.972E-003
 4385.0	 5.912E-003
 4395.0	 5.872E-003
 4405.0	 5.802E-003
 4415.0	 5.762E-003
 4425.0	 5.702E-003
 4435.0	 5.642E-003
 4445.0	 5.592E-003
 4455.0	 5.542E-003
 4465.0	 5.492E-003
 4475.0	 5.442E-003
 4485.0	 5.402E-003
 4495.0	 5.343E-003
 4505.0	 5.293E-003
 4515.0	 5.253E-003
 4525.0	 5.193E-003
 4535.0	 5.153E-003
 4545.0	 5.103E-003
 4555.0	 5.063E-003
 4565.0	 5.013E-003
 4575.0	 4.963E-003
 4585.0	 4.933E-003
 4595.0	 4.873E-003
 4605.0	 4.833E-003
 4615.0	 4.803E-003
 4625.0	 4.753E-003
 4635.0	 4.703E-003
 4645.0	 4.673E-003
 4655.0	 4.624E-003
 4665.0	 4.584E-003
 4675.0	 4.544E-003
 4685.0	 4.504E-003
 4695.0	 4.464E-003
 4705.0	 4.434E-003
 4715.0	 4.384E-003
 4725.0	 4.344E-003
 4735.0	 4.314E-003
 4745.0	 4.284E-003
 4755.0	 4.244E-003
 4765.0	 4.204E-003
 4775.0	 4.164E-003
 4785.0	 4.134E-003
 4795.0	 4.094E-003
 4805.0	 4.074E-003
 4815.0	 4.024E-003
 4825.0	 3.984E-003
 4835.0	 3.964E-003
 4845.0	 3.934E-003
 4855.0	 3.885E-003
 4865.0	 3.855E-003
 4875.0	 3.825E-003
 4885.0	 3.795E-003
 4895.0	 3.765E-003
 4905.0	 3.745E-003
 4915.0	 3.705E-003
 4925.0	 3.665E-003
 4935.0	 3.635E-003
 4945.0	 3.615E-003
 4955.0	 3.585E-003
 4965.0	 3.545E-003
 4975.0	 3.515E-003
 4985.0	 3.495E-003
 4995.0	 3.465E-003
 5005.0	 3.465E-003
 5015.0	 3.435E-003
 5025.0	 3.395E-003
 5035.0	 3.375E-003
 5045.0	 3.355E-003
 5055.0	 3.325E-003
 5065.0	 3.305E-003
 5075.0	 3.275E-003
 5085.0	 3.255E-003
 5095.0	 3.225E-003
 5105.0	 3.196E-003
 5115.0	 3.176E-003
 5125.0	 3.146E-003
 5135.0	 3.136E-003
 5145.0	 3.116E-003
 5155.0	 3.086E-003
 5165.0	 3.056E-003
 5175.0	 3.026E-003
 5185.0	 3.016E-003
 5195.0	 2.996E-003
 5205.0	 2.976E-003
 5215.0	 2.946E-003
 5225.0	 2.926E-003
 5235.0	 2.896E-003
 5245.0	 2.886E-003
 5255.0	 2.856E-003
 5265.0	 2.836E-003
 5275.0	 2.816E-003
 5285.0	 2.796E-003
 5295.0	 2.786E-003
 5305.0	 2.766E-003
 5315.0	 2.736E-003
 5325.0	 2.716E-003
 5335.0	 2.696E-003
 5345.0	 2.676E-003
 5355.0	 2.666E-003
 5365.0	 2.646E-003
 5375.0	 2.626E-003
 5385.0	 2.606E-003
 5395.0	 2.586E-003
 5405.0	 2.556E-003
 5415.0	 2.546E-003
 5425.0	 2.526E-003
 5435.0	 2.506E-003
 5445.0	 2.497E-003
 5455.0	 2.477E-003
 5465.0	 2.457E-003
 5475.0	 2.437E-003
 5485.0	 2.427E-003
 5495.0	 2.407E-003
 5505.0	 2.387E-003
 5515.0	 2.367E-003
 5525.0	 2.347E-003
 5535.0	 2.337E-003
 5545.0	 2.317E-003
 5555.0	 2.307E-003
 5565.0	 2.297E-003
 5575.0	 2.277E-003
 5585.0	 2.267E-003
 5595.0	 2.237E-003
 5605.0	 2.217E-003
 5615.0	 2.207E-003
 5625.0	 2.187E-003
 5635.0	 2.187E-003
 5645.0	 2.167E-003
 5655.0	 2.157E-003
 5665.0	 2.137E-003
 5675.0	 2.127E-003
 5685.0	 2.107E-003
 5695.0	 2.097E-003
 5705.0	 2.067E-003
 5715.0	 2.067E-003
 5725.0	 2.047E-003
 5735.0	 2.037E-003
 5745.0	 2.017E-003
 5755.0	 2.007E-003
 5765.0	 1.997E-003
 5775.0	 1.977E-003
 5785.0	 1.967E-003
 5795.0	 1.957E-003
 5805.0	 1.947E-003
 5815.0	 1.937E-003
 5825.0	 1.927E-003
 5835.0	 1.897E-003
 5845.0	 1.887E-003
 5855.0	 1.877E-003
 5865.0	 1.857E-003
 5875.0	 1.847E-003
 5885.0	 1.837E-003
 5895.0	 1.837E-003
 5905.0	 1.817E-003
 5915.0	 1.807E-003
 5925.0	 1.797E-003
 5935.0	 1.787E-003
 5945.0	 1.778E-003
 5955.0	 1.758E-003
 5965.0	 1.748E-003
 5975.0	 1.728E-003
 5985.0	 1.718E-003
 5995.0	 1.708E-003
 6005.0	 1.708E-003
 6015.0	 1.688E-003
 6025.0	 1.678E-003
 6035.0	 1.668E-003
 6045.0	 1.658E-003
 6055.0	 1.648E-003
 6065.0	 1.638E-003
 6075.0	 1.628E-003
 6085.0	 1.618E-003
 6095.0	 1.608E-003
 6105.0	 1.598E-003
 6115.0	 1.598E-003
 6125.0	 1.588E-003
 6135.0	 1.578E-003
 6145.0	 1.558E-003
 6155.0	 1.548E-003
 6165.0	 1.538E-003
 6175.0	 1.528E-003
 6185.0	 1.518E-003
 6195.0	 1.508E-003
 6205.0	 1.498E-003
 6215.0	 1.488E-003
 6225.0	 1.478E-003
 6235.0	 1.478E-003
 6245.0	 1.468E-003
 6255.0	 1.458E-003
 6265.0	 1.448E-003
 6275.0	 1.438E-003
 6285.0	 1.428E-003
 6295.0	 1.418E-003
 6305.0	 1.408E-003
 6315.0	 1.408E-003
 6325.0	 1.388E-003
 6335.0	 1.378E-003
 6345.0	 1.368E-003
 6355.0	 1.358E-003
 6365.0	 1.358E-003
 6375.0	 1.348E-003
 6385.0	 1.338E-003
 6395.0	 1.338E-003
 6405.0	 1.328E-003
 6415.0	 1.318E-003
 6425.0	 1.308E-003
 6435.0	 1.298E-003
 6445.0	 1.298E-003
 6455.0	 1.288E-003
 6465.0	 1.278E-003
 6475.0	 1.268E-003
 6485.0	 1.258E-003
 6495.0	 1.258E-003
 6505.0	 1.248E-003
 6515.0	 1.248E-003
 6525.0	 1.238E-003
 6535.0	 1.238E-003
 6545.0	 1.218E-003
 6555.0	 1.208E-003
 6565.0	 1.198E-003
 6575.0	 1.198E-003
 6585.0	 1.188E-003
 6595.0	 1.178E-003
 6605.0	 1.168E-003
 6615.0	 1.168E-003
 6625.0	 1.158E-003
 6635.0	 1.148E-003
 6645.0	 1.148E-003
 6655.0	 1.138E-003
 6665.0	 1.128E-003
 6675.0	 1.128E-003
 6685.0	 1.118E-003
 6695.0	 1.118E-003
 6705.0	 1.118E-003
 6715.0	 1.108E-003
 6725.0	 1.098E-003
 6735.0	 1.098E-003
 6745.0	 1.088E-003
 6755.0	 1.078E-003
 6765.0	 1.078E-003
 6775.0	 1.069E-003
 6785.0	 1.059E-003
 6795.0	 1.059E-003
 6805.0	 1.039E-003
 6815.0	 1.039E-003
 6825.0	 1.029E-003
 6835.0	 1.019E-003
 6845.0	 1.019E-003
 6855.0	 1.009E-003
 6865.0	 1.009E-003
 6875.0	 9.986E-004
 6885.0	 9.986E-004
 6895.0	 9.986E-004
 6905.0	 9.886E-004
 6915.0	 9.886E-004
 6925.0	 9.786E-004
 6935.0	 9.786E-004
 6945.0	 9.686E-004
 6955.0	 9.587E-004
 6965.0	 9.587E-004
 6975.0	 9.487E-004
 6985.0	 9.487E-004
 6995.0	 9.387E-004
 7005.0	 9.387E-004
 7015.0	 9.287E-004
 7025.0	 9.287E-004
 7035.0	 9.187E-004
 7045.0	 9.187E-004
 7055.0	 9.087E-004
 7065.0	 9.087E-004
 7075.0	 8.987E-004
 7085.0	 8.987E-004
 7095.0	 8.888E-004
 7105.0	 8.888E-004
 7115.0	 8.888E-004
 7125.0	 8.888E-004
 7135.0	 8.788E-004
 7145.0	 8.688E-004
 7155.0	 8.588E-004
 7165.0	 8.588E-004
 7175.0	 8.488E-004
 7185.0	 8.488E-004
 7195.0	 8.388E-004
 7205.0	 8.388E-004
 7215.0	 8.288E-004
 7225.0	 8.288E-004
 7235.0	 8.189E-004
 7245.0	 8.189E-004
 7255.0	 8.089E-004
 7265.0	 8.089E-004
 7275.0	 8.089E-004
 7285.0	 7.989E-004
 7295.0	 7.989E-004
 7305.0	 7.889E-004
 7315.0	 7.889E-004
 7325.0	 7.789E-004
 7335.0	 7.789E-004
 7345.0	 7.689E-004
 7355.0	 7.689E-004
 7365.0	 7.689E-004
 7375.0	 7.689E-004
 7385.0	 7.689E-004
 7395.0	 7.589E-004
 7405.0	 7.589E-004
 7415.0	 7.589E-004
 7425.0	 7.490E-004
 7435.0	 7.490E-004
 7445.0	 7.390E-004
 7455.0	 7.390E-004
 7465.0	 7.390E-004
 7475.0	 7.290E-004
 7485.0	 7.290E-004
 7495.0	 7.190E-004
 7505.0	 7.190E-004
 7515.0	 7.190E-004
 7525.0	 7.090E-004
 7535.0	 7.090E-004
 7545.0	 7.090E-004
 7555.0	 6.890E-004
 7565.0	 6.890E-004
 7575.0	 6.790E-004
 7585.0	 6.790E-004
 7595.0	 6.790E-004
 7605.0	 6.691E-004
 7615.0	 6.691E-004
 7625.0	 6.691E-004
 7635.0	 6.591E-004
 7645.0	 6.591E-004
 7655.0	 6.591E-004
 7665.0	 6.491E-004
 7675.0	 6.491E-004
 7685.0	 6.491E-004
 7695.0	 6.491E-004
 7705.0	 6.491E-004
 7715.0	 6.491E-004
 7725.0	 6.391E-004
 7735.0	 6.391E-004
 7745.0	 6.391E-004
 7755.0	 6.291E-004
 7765.0	 6.291E-004
 7775.0	 6.291E-004
 7785.0	 6.191E-004
 7795.0	 6.191E-004
 7805.0	 6.191E-004
 7815.0	 6.091E-004
 7825.0	 6.091E-004
 7835.0	 6.091E-004
 7845.0	 5.992E-004
 7855.0	 5.992E-004
 7865.0	 5.992E-004
 7875.0	 5.892E-004
 7885.0	 5.892E-004
 7895.0	 5.892E-004
 7905.0	 5.892E-004
 7915.0	 5.792E-004
 7925.0	 5.792E-004
 7935.0	 5.792E-004
 7945.0	 5.692E-004
 7955.0	 5.692E-004
 7965.0	 5.692E-004
 7975.0	 5.692E-004
 7985.0	 5.592E-004
 7995.0	 5.592E-004
 8005.0	 5.592E-004
 8015.0	 5.492E-004
 8025.0	 5.492E-004
 8035.0	 5.492E-004
 8045.0	 5.492E-004
 8055.0	 5.392E-004
 8065.0	 5.392E-004
 8075.0	 5.392E-004
 8085.0	 5.392E-004
 8095.0	 5.293E-004
 8105.0	 5.293E-004
 8115.0	 5.293E-004
 8125.0	 5.293E-004
 8135.0	 5.293E-004
 8145.0	 5.293E-004
 8155.0	 5.293E-004
 8165.0	 5.193E-004
 8175.0	 5.193E-004
 8185.0	 5.193E-004
 8195.0	 5.093E-004
 8205.0	 4.993E-004
 8215.0	 4.993E-004
 8225.0	 4.993E-004
 8235.0	 4.993E-004
 8245.0	 4.893E-004
 8255.0	 4.893E-004
 8265.0	 4.893E-004
 8275.0	 4.893E-004
 8285.0	 4.793E-004
 8295.0	 4.793E-004
 8305.0	 4.793E-004
 8315.0	 4.793E-004
 8325.0	 4.793E-004
 8335.0	 4.693E-004
 8345.0	 4.693E-004
 8355.0	 4.693E-004
 8365.0	 4.693E-004
 8375.0	 4.594E-004
 8385.0	 4.594E-004
 8395.0	 4.594E-004
 8405.0	 4.594E-004
 8415.0	 4.594E-004
 8425.0	 4.494E-004
 8435.0	 4.494E-004
 8445.0	 4.494E-004
 8455.0	 4.494E-004
 8465.0	 4.394E-004
 8475.0	 4.394E-004
 8485.0	 4.394E-004
 8495.0	 4.394E-004
 8505.0	 4.394E-004
 8515.0	 4.294E-004
 8525.0	 4.294E-004
 8535.0	 4.294E-004
 8545.0	 4.294E-004
 8555.0	 4.294E-004
 8565.0	 4.194E-004
 8575.0	 4.194E-004
 8585.0	 4.194E-004
 8595.0	 4.194E-004
 8605.0	 4.194E-004
 8615.0	 4.094E-004
 8625.0	 4.094E-004
 8635.0	 4.094E-004
 8645.0	 4.094E-004
 8655.0	 4.094E-004
 8665.0	 4.094E-004
 8675.0	 4.094E-004
 8685.0	 4.094E-004
 8695.0	 4.094E-004
 8705.0	 4.094E-004
 8715.0	 4.094E-004
 8725.0	 3.994E-004
 8735.0	 3.994E-004
 8745.0	 3.994E-004
 8755.0	 3.994E-004
 8765.0	 3.994E-004
 8775.0	 3.895E-004
 8785.0	 3.895E-004
 8795.0	 3.895E-004
 8805.0	 3.895E-004
 8815.0	 3.895E-004
 8825.0	 3.895E-004
 8835.0	 3.795E-004
 8845.0	 3.795E-004
 8855.0	 3.795E-004
 8865.0	 3.795E-004
 8875.0	 3.795E-004
 8885.0	 3.795E-004
 8895.0	 3.695E-004
 8905.0	 3.695E-004
 8915.0	 3.695E-004
 8925.0	 3.695E-004
 8935.0	 3.695E-004
 8945.0	 3.695E-004
 8955.0	 3.595E-004
 8965.0	 3.595E-004
 8975.0	 3.595E-004
 8985.0	 3.595E-004
 8995.0	 3.595E-004
 9005.0	 3.595E-004
 9015.0	 3.495E-004
 9025.0	 3.495E-004
 9035.0	 3.495E-004
 9045.0	 3.495E-004
 9055.0	 3.495E-004
 9065.0	 3.495E-004
 9075.0	 3.395E-004
 9085.0	 3.395E-004
 9095.0	 3.395E-004
 9105.0	 3.395E-004
 9115.0	 3.395E-004
 9125.0	 3.395E-004
 9135.0	 3.395E-004
 9145.0	 3.196E-004
 9155.0	 3.196E-004
 9165.0	 3.196E-004
 9175.0	 3.196E-004
 9185.0	 3.196E-004
 9195.0	 3.196E-004
 9205.0	 3.196E-004
 9215.0	 3.096E-004
 9225.0	 3.096E-004
 9235.0	 3.096E-004
 9245.0	 3.096E-004
 9255.0	 3.096E-004
 9265.0	 3.096E-004
 9275.0	 3.096E-004
 9285.0	 2.996E-004
 9295.0	 2.996E-004
 9305.0	 2.996E-004
 9315.0	 2.996E-004
 9325.0	 2.996E-004
 9335.0	 2.996E-004
 9345.0	 2.996E-004
 9355.0	 2.996E-004
 9365.0	 2.896E-004
 9375.0	 2.896E-004
 9385.0	 2.896E-004
 9395.0	 2.896E-004
 9405.0	 2.896E-004
 9415.0	 2.896E-004
 9425.0	 2.896E-004
 9435.0	 2.896E-004
 9445.0	 2.896E-004
 9455.0	 2.896E-004
 9465.0	 2.896E-004
 9475.0	 2.896E-004
 9485.0	 2.896E-004
 9495.0	 2.896E-004
 9505.0	 2.896E-004
 9515.0	 2.896E-004
 9525.0	 2.796E-004
 9535.0	 2.796E-004
 9545.0	 2.796E-004
 9555.0	 2.796E-004
 9565.0	 2.796E-004
 9575.0	 2.796E-004
 9585.0	 2.796E-004
 9595.0	 2.796E-004
 9605.0	 2.696E-004
 9615.0	 2.696E-004
 9625.0	 2.696E-004
 9635.0	 2.696E-004
 9645.0	 2.696E-004
 9655.0	 2.696E-004
 9665.0	 2.696E-004
 9675.0	 2.696E-004
 9685.0	 2.696E-004
 9695.0	 2.596E-004
 9705.0	 2.596E-004
 9715.0	 2.596E-004
 9725.0	 2.596E-004
 9735.0	 2.596E-004
 9745.0	 2.596E-004
 9755.0	 2.596E-004
 9765.0	 2.596E-004
 9775.0	 2.596E-004
 9785.0	 2.596E-004
 9795.0	 2.497E-004
 9805.0	 2.497E-004
 9815.0	 2.497E-004
 9825.0	 2.497E-004
 9835.0	 2.497E-004
 9845.0	 2.497E-004
 9855.0	 2.497E-004
 9865.0	 2.497E-004
 9875.0	 2.497E-004
 9885.0	 2.397E-004
 9895.0	 2.397E-004
 9905.0	 2.397E-004
 9915.0	 2.397E-004
 9925.0	 2.397E-004
 9935.0	 2.397E-004
 9945.0	 2.397E-004
 9955.0	 2.397E-004
 9965.0	 2.397E-004
 9975.0	 2.397E-004
 9985.0	 2.397E-004
 9995.0	 2.297E-004
10025.0	 2.297E-004
10075.0	 2.297E-004
10125.0	 2.197E-004
10175.0	 2.197E-004
10225.0	 2.097E-004
10275.0	 2.097E-004
10325.0	 1.997E-004
10375.0	 1.997E-004
10425.0	 1.997E-004
10475.0	 1.897E-004
10525.0	 1.897E-004
10575.0	 1.897E-004
10625.0	 1.797E-004
10675.0	 1.797E-004
10725.0	 1.797E-004
10775.0	 1.797E-004
10825.0	 1.797E-004
10875.0	 1.698E-004
10925.0	 1.698E-004
10975.0	 1.698E-004
11025.0	 1.598E-004
11075.0	 1.598E-004
11125.0	 1.598E-004
11175.0	 1.598E-004
11225.0	 1.498E-004
11275.0	 1.498E-004
11325.0	 1.498E-004
11375.0	 1.498E-004
11425.0	 1.398E-004
11475.0	 1.398E-004
11525.0	 1.398E-004
11575.0	 1.398E-004
11625.0	 1.198E-004
11675.0	 1.198E-004
11725.0	 1.198E-004
11775.0	 1.198E-004
11825.0	 1.098E-004
11875.0	 1.098E-004
11925.0	 1.098E-004
11975.0	 1.098E-004
12025.0	 1.098E-004
12075.0	 9.986E-005
12125.0	 9.986E-005
12175.0	 9.986E-005
12225.0	 9.986E-005
12275.0	 9.986E-005
12325.0	 9.986E-005
12375.0	 8.987E-005
12425.0	 8.987E-005
12475.0	 8.987E-005
12525.0	 8.987E-005
12575.0	 8.987E-005
12625.0	 8.987E-005
12675.0	 7.989E-005
12725.0	 7.989E-005
12775.0	 7.989E-005
12825.0	 7.989E-005
12875.0	 7.989E-005
12925.0	 7.989E-005
12975.0	 7.989E-005
13025.0	 6.990E-005
13075.0	 6.990E-005
13125.0	 6.990E-005
13175.0	 6.990E-005
13225.0	 6.990E-005
13275.0	 6.990E-005
13325.0	 6.990E-005
13375.0	 6.990E-005
13425.0	 5.992E-005
13475.0	 5.992E-005
13525.0	 5.992E-005
13575.0	 5.992E-005
13625.0	 5.992E-005
13675.0	 5.992E-005
13725.0	 5.992E-005
13775.0	 5.992E-005
13825.0	 5.992E-005
13875.0	 5.992E-005
13925.0	 5.992E-005
13975.0	 5.992E-005
14025.0	 5.992E-005
14075.0	 5.992E-005
14125.0	 5.992E-005
14175.0	 5.992E-005
14225.0	 5.992E-005
14275.0	 5.992E-005
14325.0	 5.992E-005
14375.0	 5.992E-005
14425.0	 5.992E-005
14475.0	 4.993E-005
14525.0	 4.993E-005
14575.0	 4.993E-005
14625.0	 4.993E-005
14675.0	 4.993E-005
14725.0	 4.993E-005
14775.0	 4.993E-005
14825.0	 4.993E-005
14875.0	 4.993E-005
14925.0	 4.993E-005
14975.0	 4.993E-005
15025.0	 4.993E-005
15075.0	 4.993E-005
15125.0	 4.993E-005
15175.0	 4.993E-005
15225.0	 3.994E-005
15275.0	 3.994E-005
15325.0	 3.994E-005
15375.0	 3.994E-005
15425.0	 3.994E-005
15475.0	 3.994E-005
15525.0	 3.994E-005
15575.0	 3.994E-005
15625.0	 3.994E-005
15675.0	 3.994E-005
15725.0	 3.994E-005
15775.0	 3.994E-005
15825.0	 3.994E-005
15875.0	 3.994E-005
15925.0	 3.994E-005
15975.0	 3.994E-005
16025.0	 3.994E-005
16075.0	 3.994E-005
16125.0	 3.994E-005
16175.0	 3.994E-005
16225.0	 2.996E-005
16275.0	 2.996E-005
16325.0	 2.996E-005
16375.0	 2.996E-005
16425.0	 2.996E-005
16475.0	 2.996E-005
16525.0	 2.996E-005
16575.0	 2.996E-005
16625.0	 2.996E-005
16675.0	 2.996E-005
16725.0	 2.996E-005
16775.0	 2.996E-005
16825.0	 2.996E-005
16875.0	 2.996E-005
16925.0	 2.996E-005
16975.0	 2.996E-005
17025.0	 2.996E-005
17075.0	 2.996E-005
17125.0	 2.996E-005
17175.0	 2.996E-005
17225.0	 2.996E-005
17275.0	 2.996E-005
17325.0	 2.996E-005
17375.0	 2.996E-005
17425.0	 2.996E-005
17475.0	 2.996E-005
17525.0	 2.996E-005
17575.0	 2.996E-005
17625.0	 1.997E-005
17675.0	 1.997E-005
17725.0	 1.997E-005
17775.0	 1.997E-005
17825.0	 1.997E-005
17875.0	 1.997E-005
17925.0	 1.997E-005
17975.0	 1.997E-005
18025.0	 1.997E-005
18075.0	 1.997E-005
18125.0	 1.997E-005
18175.0	 1.997E-005
18225.0	 1.997E-005
18275.0	 1.997E-005
18325.0	 1.997E-005
18375.0	 1.997E-005
18425.0	 1.997E-005
18475.0	 1.997E-005
18525.0	 1.997E-005
18575.0	 1.997E-005
18625.0	 1.997E-005
18675.0	 1.997E-005
18725.0	 1.997E-005
18775.0	 1.997E-005
18825.0	 1.997E-005
18875.0	 1.997E-005
18925.0	 1.997E-005
18975.0	 1.997E-005
19025.0	 1.997E-005
19075.0	 1.997E-005
19125.0	 1.997E-005
19175.0	 1.997E-005
19225.0	 1.997E-005
19275.0	 1.997E-005
19325.0	 1.997E-005
19375.0	 1.997E-005
19425.0	 1.997E-005
19475.0	 1.997E-005
19525.0	 1.997E-005
19575.0	 1.997E-005
19625.0	 1.997E-005
19675.0	 1.997E-005
19725.0	 1.997E-005
19775.0	 1.997E-005
19825.0	 1.997E-005
19875.0	 1.997E-005
19925.0	 1.997E-005
19975.0	 9.986E-006
20025.0	 9.986E-006
